	ERR990557	ERR990558	ERR990559	ERR990560
Lim3-PD	0	0	0	0
Lim3-PE	0	0	9	5
Lim3-PF	0	0	0	0
Lim3-PG	0	0	0	0
CG10700-PA	0	0	0	0
CG17572-PA	0	0	0	0
CG10702-PB	20	18	7	10
CG10702-PA	20	18	7	10
CG10702-PC	20	18	7	10
CG10702-PD	20	18	7	10
l(2)37Bb-PA	192	189	72	131
Ttc19-PA	30	68	60	48
CG31800-PA	121	165	55	106
hook-PA	302	266	183	323
CG10650-PA	8	25	98	90
CG10650-PB	8	25	98	90
CG15170-PA	0	0	1	3
CG15170-PB	0	1	6	0
Swip-1-PA	27	22	62	38
Swip-1-PB	27	22	62	38
L2HGDH-PA	34	45	45	52
L2HGDH-PB	34	45	45	52
L2HGDH-PC	34	45	45	52
Nak-PA	108	127	158	169
Nak-PC	62	30	49	44
Nak-PD	108	127	158	169
Nak-PE	0	0	0	0
CG10623-PA	74	81	76	95
CG10623-PB	74	81	76	95
CG10623-PC	74	81	76	95
CG10621-PA	12	15	81	74
CG10621-PB	12	15	81	74
CG10621-PC	12	15	81	74
Nedd8-PA	50	42	29	43
Nedd8-PB	50	42	29	43
ssp3-PA	458	393	95	112
ssp3-PB	7	2	355	404
pigeon-PA	106	94	0	0
pigeon-PB	1	0	28	42
drl-PA	0	0	0	0
drl-PB	52	39	90	74
CG10750-PA	0	0	1	0
CG10750-PB	0	0	1	0
CG13086-PA	0	3	0	9
CG13086-PB	0	3	0	9
CG13086-PC	6	0	6	0
CG17349-PA	0	0	0	0
CG17350-PA	16	4	0	4
CG31798-PA	0	2	2	5
CG31798-PB	0	2	2	5
Lectin-galC1-PA	4	5	27	24
Lectin-galC1-PB	4	5	27	24
CG13085-PA	2	1	1	3
CG13085-PB	2	1	1	3
CG16771-PA	9	12	45	24
CG16771-PB	9	12	45	24
CG16771-PC	9	12	45	24
CG16771-PD	9	12	45	24
CG16771-PE	9	12	45	24
RtcB-PA	270	311	157	233
Rab9-PA	20	27	35	28
CG10237-PA	0	0	28	0
CG10237-PB	48	63	11	29
CG10237-PC	0	0	0	0
CG10237-PD	0	0	28	0
CG10237-PE	0	0	0	0
CG17544-PA	26	37	46	61
CG17544-PC	26	37	46	61
CG17544-PB	26	37	46	61
CG17544-PD	26	37	46	61
CG17549-PB	12	7	48	12
CG17549-PC	12	7	48	12
CG17549-PA	15	14	48	52
CG17549-PD	15	14	48	52
CG17549-PE	12	7	48	12
fon-PB	105	52	75	69
fon-PA	0	0	7	50
fon-PC	105	52	75	69
fon-PD	0	0	15	0
dnt-PA	23	29	27	43
dnt-PB	23	29	27	43
CG17564-PB	0	0	0	0
CG31797-PA	1	2	0	1
gammaTub37C-PA	73	79	11	14
gammaTub37C-PB	73	79	11	14
RanGAP-PA	64	226	32	288
RanGAP-PB	64	226	32	288
RanGAP-PC	919	738	364	105
CG10026-PA	0	5	0	0
CG10026-PB	13	0	26	27
CG10026-PC	0	5	0	0
CG10026-PD	0	5	0	0
tj-PC	123	111	106	120
tj-PB	0	0	0	0
CG13084-PA	0	1	0	0
CG18094-PA	16	21	11	26
CG18094-PB	16	21	11	26
swm-PA	171	230	28	137
swm-PB	171	230	28	137
swm-PC	51	0	157	66
swm-PD	51	0	157	66
Top3alpha-PA	332	277	139	234
CG10132-PA	13	10	41	15
CG10132-PB	13	10	41	15
CG10137-PA	36	28	26	42
CG33116-PA	39	44	26	30
CG31697-PA	1	2	5	2
CG13082-PA	12	6	4	12
CG13081-PA	0	0	0	1
CG13081-PB	0	0	0	1
Tep4-PA	564	104	2174	2373
Tep4-PB	256	350	613	480
Tep4-PC	1	37	572	283
Tep4-PD	1	124	158	55
CG13078-PA	1	2	0	2
CG13077-PA	9	0	45	14
CG13077-PB	0	11	34	18
msb1l-PA	160	182	94	119
CG10366-PA	88	76	56	72
Lar-PA	80	72	184	117
Lar-PB	0	0	0	0
Lar-PD	0	21	0	0
Lar-PF	15	0	0	0
Lar-PG	0	0	0	0
Lar-PH	17	34	0	39
Lar-PI	77	0	0	0
scw-PA	0	0	0	0
scw-PB	0	0	0	0
PCNA2-PA	2	3	1	2
CG10268-PA	7	16	2	3
CG10337-PA	55	41	28	52
CG10165-PA	7	5	5	4
CG10165-PB	7	5	5	4
CG10165-PE	7	5	5	4
CG10165-PC	7	5	5	4
CG10165-PD	7	5	5	4
CG10166-PA	177	271	138	215
Hasp-PA	0	2	12	0
Hasp-PC	10	0	34	21
Hasp-PD	4	0	0	13
Hasp-PG	0	1	6	40
Hasp-PH	0	1	6	40
CG10188-PB	20	0	0	0
CG10188-PA	20	0	0	0
CG10188-PC	120	115	158	185
CG10189-PA	37	53	54	59
CG10189-PB	37	53	54	59
CG10194-PA	29	37	26	34
CG10195-PC	27	29	19	32
CG10195-PB	27	29	19	32
Hs2st-PA	54	48	46	67
Nf-YB-PA	22	16	18	15
Nf-YB-PB	22	16	18	15
CG10463-PA	315	298	96	155
CG10466-PA	22	17	7	20
CG10466-PB	22	17	7	20
COX4-PA	150	174	159	175
COX4-PB	150	174	159	175
COX4-PC	150	174	159	175
COX4-PD	150	174	159	175
CG16772-PA	145	39	51	39
CG16772-PB	145	39	51	39
CG10680-PA	61	15	58	24
CG10680-PB	61	15	58	24
Hf-PA	22	19	33	24
OS9-PB	5	2	16	0
CG13965-PA	7	4	5	4
Victoria-PA	0	0	0	0
TotF-PA	0	0	7	1
CG10481-PB	20	4	50	30
CG13962-PA	1	0	5	6
CG13962-PB	1	0	5	6
fs(2)ltoPP43-PA	62	55	37	57
fs(2)ltoPP43-PB	8	2	0	10
fs(2)ltoPP43-PC	0	0	15	13
CdGAPr-PA	0	22	0	183
CdGAPr-PB	308	41	292	11
CdGAPr-PC	0	144	14	0
CdGAPr-PD	0	22	0	183
fbp-PA	133	92	282	214
fbp-PC	4	1	0	1
fbp-PD	4	1	0	1
fbp-PF	58	117	88	29
CG10628-PA	86	98	44	74
CG10631-PA	583	504	580	553
sNPF-PB	0	1	0	0
lok-PA	22	0	0	43
lok-PB	210	237	30	37
lok-PC	210	237	30	37
lok-PD	176	160	68	96
bwa-PA	3	0	0	3
bwa-PB	13	16	29	26
neb-PA	134	155	58	101
CG10721-PA	48	47	15	48
CG10721-PB	48	47	15	48
nesd-PB	124	89	69	122
nesd-PA	124	89	69	122
Kua-PA	1	2	3	7
Kua-PB	1	2	3	7
Kua-PD	1	2	3	7
Kua-PC	1	2	3	7
mRpS18B-PA	67	54	31	33
mRpS18B-PB	67	54	31	33
Taf13-PA	177	199	114	142
CG10747-PA	24	12	6	24
CG10747-PB	24	12	6	24
CG10730-PC	3	2	8	12
vls-PA	93	88	40	74
barr-PA	78	77	49	104
barr-PB	78	77	49	104
barr-PC	78	77	49	104
CG10659-PA	0	7	4	8
CG12617-PA	0	0	0	0
CG12617-PB	0	0	0	0
CG12617-PC	0	0	0	0
spir-PA	0	0	20	0
spir-PB	0	61	0	0
spir-PD	75	14	47	63
spir-PC	0	0	17	21
spir-PE	143	127	0	33
spir-PI	0	0	0	0
spir-PJ	0	3	6	0
spir-PF	0	0	0	0
spir-PG	0	3	6	0
spir-PH	0	0	0	0
RtGEF-PA	108	31	46	97
RtGEF-PB	108	31	46	97
RtGEF-PD	0	0	36	0
RtGEF-PF	45	26	108	95
RtGEF-PG	16	43	16	54
RtGEF-PH	0	0	0	0
RtGEF-PE	28	162	105	55
CG10947-PB	0	1	4	1
CG10947-PC	0	1	4	1
CG10947-PD	0	1	4	1
CG16798-PA	0	0	0	0
Ugt37a1-PA	0	2	0	4
La-PA	1329	1722	461	980
CG10651-PA	0	0	0	0
CG10651-PB	0	0	0	0
CG15475-PA	0	1	3	0
CG17472-PA	1	2	0	0
CG31680-PA	0	0	0	0
CG2608-PA	86	117	48	86
CG18810-PA	4	5	1	2
CG2611-PA	26	28	16	29
CG2614-PA	342	379	0	147
CG2614-PC	0	26	159	107
CG2617-PA	15	16	8	18
CG2617-PB	15	16	8	18
TM9SF2-PA	245	262	275	317
TM9SF2-PB	245	262	275	317
CarT-PA	1	1	1	3
CarT-PC	1	1	1	3
CG9316-PA	0	0	0	0
Hr38-PB	0	1	1	0
Hr38-PD	2	0	0	2
Cen-PA	157	192	100	112
Cen-PB	157	192	100	112
CG31678-PB	172	71	65	105
CG31678-PC	19	49	38	43
CG31678-PE	19	49	38	43
phr6-4-PA	39	40	6	8
phr6-4-PB	39	40	6	8
phr6-4-PC	39	40	6	8
phr6-4-PD	39	40	6	8
CG17470-PA	29	29	3	8
CG31677-PA	0	1	0	0
Ns4-PA	220	319	217	247
dia-PA	123	69	173	4
dia-PB	123	69	173	4
dia-PC	0	0	0	0
dia-PD	0	145	0	424
dia-PE	123	69	173	4
cad-PA	130	132	71	41
cad-PB	130	132	71	41
cad-PC	8	0	0	0
Pomp-PA	80	94	61	101
CG9328-PB	5	0	19	4
CG9328-PA	44	32	18	29
CG9331-PD	2	10	0	5
CG9331-PC	0	3	0	0
CG9331-PB	2	10	0	5
CG9331-PA	11	6	74	45
CG9331-PM	0	3	0	0
CG9331-PF	2	10	0	5
CG9331-PG	2	10	0	5
CG9331-PH	0	3	0	0
CG9331-PI	0	3	0	0
CG9331-PJ	2	10	0	5
CG9331-PK	2	10	0	5
CG9331-PL	11	6	74	45
CG31673-PA	2	189	2	141
CG31673-PB	155	17	187	2
CG31674-PA	6	20	53	32
CG31674-PB	6	20	53	32
CG31676-PA	1	2	3	11
CG31676-PB	1	2	3	11
CG14402-PA	0	0	0	1
CG14402-PB	0	0	0	1
twit-PA	0	0	3	1
CG9336-PA	66	48	263	221
CG9336-PB	0	0	0	0
CG9338-PA	9	10	31	24
CG9338-PB	9	10	31	24
CG31675-PA	5	3	0	5
CG14401-PA	5	2	22	22
CG14401-PB	0	0	2	0
CG14401-PC	0	0	0	0
CG9270-PC	18	16	106	68
RPA2-PA	115	177	78	202
RPA2-PB	115	177	78	202
sky-PB	27	42	0	29
sky-PE	36	39	47	34
sky-PC	14	8	0	18
sky-PF	18	7	75	21
sky-PD	36	39	47	34
sky-PH	27	42	0	29
sky-PG	36	39	47	34
sky-PA	27	42	0	29
sky-PJ	10	0	0	14
sky-PK	12	0	16	0
sky-PL	0	0	0	0
sky-PI	18	7	75	21
Spn38F-PA	0	0	0	0
Spn38F-PB	0	1	0	0
Oseg5-PB	3	12	30	39
CheB38a-PA	0	0	0	0
CG33322-PA	0	1	0	0
Rhau-PA	83	95	62	112
Rhau-PB	83	95	62	112
CG9319-PA	36	45	51	44
CG9319-PB	36	45	51	44
Itgbn-PA	6	9	77	59
Itgbn-PB	6	9	77	59
tadr-PC	5	3	8	17
tadr-PD	0	0	0	0
CG9259-PA	13	51	551	124
CG9259-PB	13	51	551	124
CG9259-PC	13	51	551	124
CG9257-PA	180	204	97	106
Nhe2-PA	0	0	0	0
Nhe2-PB	0	0	0	0
Nhe2-PH	0	16	76	0
Nhe2-PI	0	0	0	0
Nhe2-PC	63	39	0	38
Nhe2-PD	0	0	0	0
Nhe2-PE	0	0	0	4
Nhe2-PF	0	0	0	0
Nhe2-PG	0	0	0	0
Nhe2-PJ	34	29	0	21
Nhe2-PK	67	64	123	195
Nhe2-PL	15	35	99	79
CG9253-PA	772	926	256	352
Mpp6-PA	39	28	17	19
Mpp6-PB	39	28	17	19
CG9248-PB	85	73	71	92
CG9248-PA	85	73	71	92
CG9248-PC	85	73	71	92
CG9246-PA	1769	1874	554	1002
Acon-PB	299	318	295	271
Acon-PD	299	318	295	271
Acon-PE	299	318	295	271
Acon-PF	299	318	295	271
CG31627-PB	6	6	1	0
Mcm10-PA	593	1009	334	411
clumsy-PA	3	0	8	16
clumsy-PB	56	65	99	77
CG8677-PC	228	198	252	201
CG8677-PB	228	198	252	201
l(2)k14505-PA	42	50	23	42
l(2)k14505-PB	42	50	23	42
CG8671-PA	8	0	0	0
CG8671-PB	96	111	38	67
CG8671-PC	0	91	0	46
CG8671-PG	8	0	0	0
CG8671-PD	29	33	38	57
CG8671-PE	0	0	0	37
CG8671-PF	111	0	125	49
CG31626-PA	0	0	0	0
CG31626-PB	0	0	0	0
Atg18b-PA	12	15	16	36
Atg18b-PB	12	15	16	36
CG8679-PA	184	154	113	188
CG31988-PA	0	0	1	0
CG31988-PB	0	0	1	0
CG31624-PA	0	0	0	0
CG31624-PB	0	0	0	0
CG31624-PC	0	0	0	0
Ret-PC	1	2	1	0
Ret-PB	1	2	1	0
Ret-PA	1	2	1	0
bur-PB	438	484	231	305
bur-PC	438	484	231	305
Nbr-PA	570	578	310	456
CG9249-PA	33	22	0	39
CG9249-PB	4	29	35	0
E2f2-PA	85	84	34	60
E2f2-PB	85	84	34	60
Dap160-PB	0	41	0	0
Dap160-PA	0	300	0	0
Dap160-PC	0	0	0	40
Dap160-PD	54	14	0	0
Dap160-PG	295	4	252	209
Dap160-PH	21	0	0	82
CG9265-PA	10	10	11	9
CG9265-PB	10	10	11	9
CG9265-PC	10	10	11	9
CG9265-PD	10	10	11	9
dimm-PA	1	0	0	1
dimm-PB	1	0	0	1
Tsp39D-PB	79	51	30	53
dtr-PA	19	20	17	11
CG8665-PA	18	35	127	87
nrv3-PA	16	7	31	13
nrv3-PC	16	7	31	13
nrv3-PD	16	7	31	13
nrv3-PE	0	0	0	0
Gr39b-PA	0	0	0	0
Mondo-PE	0	24	0	61
Mondo-PB	79	67	66	96
Mondo-PA	79	67	66	96
Mondo-PF	79	67	66	96
Mondo-PG	79	67	66	96
Mondo-PH	79	67	66	96
Mondo-PI	79	67	66	96
Mondo-PJ	79	67	66	96
Mondo-PK	79	67	66	96
Mondo-PL	79	67	66	96
Mondo-PM	79	67	66	96
Ir84a-PB	0	1	1	0
wa-cup-PB	0	0	0	2
CG14598-PA	0	0	3	0
alphaTub84D-PA	361	434	120	248
alpha-Est2-PA	5	6	14	18
alpha-Est2-PB	5	6	14	18
Nlg1-PD	35	36	38	37
Nlg1-PE	35	36	38	37
alpha-Est1-PA	173	197	72	43
alpha-Est3-PA	52	49	101	118
alpha-Est3-PB	52	49	101	118
alpha-Est3-PC	0	0	0	2
alpha-Est3-PD	52	49	101	118
alpha-Est4-PA	8	3	8	11
Rtnl2-PB	0	1	1	3
Rtnl2-PC	0	1	1	3
alpha-Est6-PA	0	1	13	6
alpha-Est7-PA	37	35	145	122
Ubc84D-PA	0	0	1	1
alpha-Est8-PA	43	49	82	101
Mics1-PA	5	1	2	3
alpha-Est9-PC	49	96	171	119
alpha-Est9-PD	0	0	0	18
alpha-Est10-PB	51	44	29	39
alpha-Est10-PC	0	0	0	0
alpha-Est10-PD	0	0	19	0
CG1142-PA	307	356	135	192
e(y)2b-PA	0	1	0	14
e(y)2b-PB	0	1	0	14
CG10098-PA	26	66	42	61
CG31248-PA	55	32	21	32
CG31248-PB	55	32	21	32
CG31493-PA	0	0	0	0
CG31493-PB	0	0	0	0
Fer1-PA	0	0	0	0
Fer1-PB	2	0	0	0
CG2656-PA	173	215	92	124
Sas-4-PA	249	199	167	220
sas-PB	12	3	12	7
sas-PA	27	9	23	28
sas-PC	27	9	23	28
sas-PD	12	3	12	7
CG14609-PA	2	0	0	0
CG14609-PB	2	0	0	0
thw-PC	6	3	0	0
CG14607-PB	1	0	0	0
CG10053-PA	22	20	21	25
CG10053-PB	22	20	21	25
CG10050-PA	60	55	18	31
Syt4-PA	0	1	0	0
RacGAP84C-PA	0	0	0	0
RacGAP84C-PB	0	0	0	1
CG31496-PA	0	0	0	0
nxf4-PA	2	1	0	0
Mst84Da-PA	0	0	0	0
Mst84Db-PA	0	0	0	0
Mst84Dc-PA	0	0	0	0
Mst84Dc-PB	0	0	0	0
Mst84Dd-PA	0	0	0	0
CG17944-PB	0	0	0	0
CG10029-PA	0	0	0	0
Gld-PA	0	4	81	0
Gld-PB	5	0	0	20
Obp84a-PA	12	11	0	7
Obp84a-PC	17	17	14	10
CG1227-PA	59	77	26	46
CG1227-PB	59	77	26	46
CG1234-PA	766	1017	434	461
CG14605-PB	0	1	0	0
CG14605-PD	0	1	0	0
CG14605-PE	0	0	0	0
CG14606-PA	17	36	176	62
CG14606-PC	0	0	0	41
CG10055-PA	319	446	189	346
MAGE-PA	95	93	52	96
CG14610-PB	0	0	0	0
CG10068-PA	32	35	26	43
Mlp84B-PA	35	26	72	59
Mlp84B-PB	35	26	72	59
Mlp84B-PC	35	26	72	59
Ama-PB	0	0	0	0
Ama-PA	1	0	2	1
Ama-PC	1	0	2	1
Dfd-PA	14	19	0	0
ftz-PA	0	0	0	0
Sodh-1-PA	21	33	117	102
Sodh-1-PB	21	33	117	102
CG1979-PA	0	3	34	33
djl-PA	0	0	0	0
CG1988-PB	0	0	0	0
CG1988-PC	0	0	0	2
CG1988-PD	1	1	0	0
CG1965-PA	208	171	128	170
CG1965-PB	17	25	34	20
CG1965-PC	0	10	3	21
CG1943-PA	39	27	36	41
CG1943-PB	39	27	36	41
CG1943-PC	39	27	36	41
CG1943-PD	39	27	36	41
Dpck-PA	73	64	73	68
alphaTub84B-PA	3177	3362	3506	3848
Tailor-PB	342	310	203	319
Tailor-PA	0	0	0	0
Tailor-PC	0	45	0	0
Ref1-PA	216	197	97	144
Ufl1-PA	84	92	71	110
Ufl1-PC	84	92	71	110
CG1105-PA	52	84	79	89
Scr-PA	0	0	0	0
Scr-PB	0	0	0	0
bcd-PA	2	0	0	1
bcd-PD	108	83	27	31
bcd-PE	0	19	0	0
bcd-PF	0	0	0	0
bcd-PG	0	0	0	0
zen-PA	4	4	0	3
zen2-PA	0	0	0	0
zen2-PB	0	0	0	0
CG15186-PA	0	0	0	0
CG15186-PB	0	0	0	0
CG15186-PC	0	0	0	0
CG15186-PE	29	14	73	0
CG15186-PF	7	0	11	0
CG15186-PG	0	25	0	0
CG15186-PK	0	0	0	69
CG15186-PL	0	0	0	0
CG15186-PM	0	0	0	0
CG15186-PH	0	0	0	0
CG15186-PI	0	0	0	0
CG15186-PJ	0	2	0	2
CG15185-PA	0	0	4	1
Pif2-PA	0	0	0	0
CG31482-PA	0	0	0	0
sunz-PA	0	0	0	0
CG31286-PB	0	0	0	0
Taf1-PA	259	171	177	290
Taf1-PB	38	0	0	5
Taf1-PC	85	0	1	37
Taf1-PD	113	0	2	40
Taf1-PE	0	104	81	40
Taf1-PF	66	212	257	24
Ccp84Ag-PA	0	0	3	0
Ccp84Ad-PA	0	0	0	0
Ccp84Aa-PA	0	0	0	0
Ccp84Ab-PA	0	0	0	2
Ccp84Ac-PA	0	0	0	0
Ccp84Ae-PA	0	0	0	0
Ccp84Af-PA	0	0	0	2
agt-PA	17	11	15	20
agt-PB	17	11	15	20
CG1307-PC	90	92	61	87
CG1307-PE	90	92	61	87
CG1315-PA	7	9	14	10
CG1315-PB	7	9	14	10
CG15177-PA	0	0	0	0
CG15177-PB	0	0	1	1
sowi-PA	0	0	0	4
CG1138-PA	0	0	0	0
dpr11-PB	0	1	0	0
dpr11-PC	0	1	0	0
CG1137-PA	0	0	0	3
Osi19-PA	0	0	0	0
Osi19-PB	0	3	38	13
Osi20-PA	0	0	0	0
CG17917-PA	0	0	0	4
CG10298-PA	0	0	1	0
CG17919-PA	10	8	58	63
CG18048-PA	124	100	46	78
Hr83-PA	0	0	0	1
CG10286-PA	793	924	275	447
TfIIFalpha-PA	615	831	334	598
godzilla-PA	32	39	50	56
godzilla-PB	32	39	50	56
godzilla-PC	32	39	50	56
godzilla-PD	32	39	50	56
Zif-PA	76	134	96	165
Zif-PB	76	134	96	165
Zif-PC	76	134	96	165
Neurochondrin-PA	300	279	723	586
CG9727-PA	0	0	0	0
CG9727-PB	532	555	361	443
CG9727-PC	0	0	0	0
Dmtn-PF	0	4	5	7
Dmtn-PG	159	149	237	316
Dmtn-PD	0	4	5	7
Dmtn-PE	0	4	5	7
Dmtn-PH	54	77	84	104
CRAT-PA	0	0	33	12
CRAT-PB	61	61	45	0
CRAT-PE	77	69	0	108
CRAT-PD	0	0	33	12
CG2616-PA	0	0	0	0
CG2616-PB	0	0	0	0
CG10919-PA	0	0	0	0
Sp7-PA	9	7	7	5
Sp7-PE	9	7	7	5
Sp7-PF	9	7	7	5
CG10086-PA	5	20	142	54
CG2641-PA	56	34	24	41
sgll-PA	91	64	99	101
sgll-PB	0	0	0	0
CG31473-PA	2	4	8	3
ArgRS-m-PA	44	60	29	59
ArgRS-m-PB	44	60	29	59
Taf7-PA	100	112	75	0
Taf7-PB	67	49	13	113
CG2678-PA	295	392	140	173
CG2678-PB	0	0	0	55
lds-PA	640	756	343	688
dsx-PA	17	0	19	0
dsx-PB	1	4	8	7
dsx-PC	1	4	8	7
dsx-PD	17	0	19	0
dsx-PE	0	26	0	27
dsx-PF	1	4	8	7
CG10445-PC	75	74	45	37
CG10445-PD	75	74	45	37
CG10445-PE	0	0	0	126
CG2846-PA	38	49	39	47
CG2846-PB	38	49	39	47
Prat-PA	170	167	58	114
Prat-PB	170	167	58	114
EMC1-PA	168	236	34	123
EMC1-PB	168	236	34	123
EMC1-PC	163	164	180	206
EMC1-PD	163	164	180	206
mRpS9-PA	603	715	358	475
CG2993-PA	9	0	15	0
CG2993-PB	0	0	0	0
CG2993-PC	14	10	0	10
CG18268-PA	1	5	55	22
CG3014-PA	1	2	17	8
CG3014-PC	1	2	17	8
CG18744-PB	0	2	1	5
CG18746-PA	2	1	11	4
CG18748-PB	0	5	8	10
CG18748-PC	0	0	0	0
CG18745-PA	0	4	38	18
CG18747-PB	0	2	21	15
CG11286-PA	0	0	0	0
CG11286-PB	0	0	0	0
pyd3-PA	44	49	208	126
Os-C-PB	0	0	0	0
Os-C-PC	0	0	0	0
Os-C-PD	1	1	0	0
PIG-H-PA	45	42	30	37
PIG-H-PB	45	42	30	37
CG2698-PA	0	0	0	0
CG2698-PC	0	0	0	0
CG2698-PD	0	85	1	57
CG2698-PE	4	5	0	0
CG2698-PG	0	0	0	0
CG2698-PH	82	0	146	33
CG2698-PI	0	0	0	0
CG3223-PA	108	99	95	120
Pbp95-PA	47	44	31	77
CG10903-PA	50	76	31	39
CG10903-PB	50	76	31	39
unc-45-PA	167	135	135	159
unc-45-PB	167	135	135	159
mAChR-B-PA	0	2	0	5
mAChR-B-PB	0	0	7	0
CG7910-PA	50	53	113	91
CG7910-PB	50	53	113	91
CG7900-PB	16	41	83	75
Gie-PA	36	53	58	46
Gie-PB	36	53	58	46
Gie-PC	36	53	58	46
CG7800-PA	177	127	149	168
CG18249-PB	0	0	0	0
CG18249-PC	22	4	16	34
DNApol-iota-PB	42	33	27	43
DNApol-iota-PA	42	33	27	43
DNApol-iota-PC	42	33	27	43
CG15864-PB	5	5	5	22
CG9636-PC	0	23	30	0
CG9636-PD	20	0	0	22
grn-PA	0	0	0	0
grn-PB	0	0	0	0
grn-PC	0	0	0	0
CG11035-PA	23	23	10	14
CG11035-PB	23	23	10	14
CG2747-PB	0	0	0	34
CG2747-PA	0	0	0	9
CG2747-PC	560	302	84	178
CG2747-PD	392	578	738	711
CG2747-PE	1	0	2	110
CG2747-PF	0	0	0	6
ImpE3-PB	10	21	18	31
CG10435-PA	107	129	70	114
CG11052-PA	0	1	0	1
CG11052-PB	0	1	0	1
CG11052-PC	0	1	0	1
CG11052-PD	0	1	0	1
CG2767-PA	300	300	276	308
CG2781-PA	49	58	53	78
CD98hc-PA	282	322	189	207
CD98hc-PF	282	322	189	207
CD98hc-PB	282	322	189	207
CD98hc-PD	0	12	0	0
Mcm2-PA	464	526	213	365
ato-PA	0	0	0	0
CG11671-PA	5	7	30	15
CG31464-PB	0	0	0	1
CG31463-PA	4	4	16	18
mRpL1-PA	359	441	180	311
CG11698-PA	0	0	0	0
CG7483-PA	415	457	271	361
Ctr1B-PA	1	0	4	5
Or85a-PA	0	1	9	1
CG7443-PA	188	98	510	565
CG7443-PB	10	0	29	20
Arl2-PA	86	91	37	57
COX7AL-PA	0	1	0	0
DppIII-PB	275	331	246	364
DppIII-PC	762	683	269	426
CG7352-PA	19	29	11	34
CG7352-PC	0	0	8	0
stck-PA	2	37	11	23
stck-PB	180	106	211	112
stck-PC	0	0	0	139
stck-PD	2	37	11	23
CG7963-PB	1	0	0	0
Obp85a-PB	1	0	3	1
CG9684-PA	319	278	155	283
CG9601-PA	142	169	134	182
COX7A-PA	206	286	239	264
COX7A-PB	1	1	0	0
Poxm-PC	6	4	11	8
Coq2-PA	28	27	16	39
CG11694-PA	0	0	0	0
CG11693-PA	0	0	0	0
CG11693-PB	0	0	0	0
tex-PA	89	95	41	42
CG9626-PA	56	48	187	171
CG9626-PB	56	48	187	171
CG9626-PC	56	48	187	171
CG9626-PD	172	146	966	321
CG11672-PA	0	0	0	0
CG11672-PB	0	0	0	0
CG9630-PA	391	445	121	221
RpA-70-PA	918	986	562	995
CG11737-PA	25	18	11	19
CG11737-PB	25	18	11	19
CG11737-PC	25	18	11	19
CG31454-PA	4	4	2	5
CG31259-PA	2	1	4	2
CG31259-PB	2	1	4	2
Or85d-PA	0	0	1	0
CG31460-PA	5	4	4	9
CG31460-PB	5	4	4	9
SLIRP2-PA	7	26	17	18
CG11753-PA	23	23	0	30
CG11753-PB	0	0	17	0
CG11753-PC	0	0	17	0
CG8032-PA	62	56	27	33
CG8032-PB	62	56	27	33
CG8036-PB	972	1100	520	510
CG8036-PC	972	1100	520	510
CG8036-PD	0	0	0	114
Dhod-PA	216	203	81	142
Dhod-PD	216	203	81	142
Mkk4-PA	73	107	89	71
Mkk4-PB	73	107	89	71
Mkk4-PC	73	107	89	71
Cyp313b1-PA	31	31	19	44
Cyp313b1-PB	31	31	19	44
Or85e-PB	0	0	0	0
mRpS18A-PA	158	190	65	102
pch2-PA	126	138	100	137
pch2-PB	126	138	100	137
Or85c-PA	0	0	0	0
Or85b-PA	0	1	0	0
mRpL19-PA	331	379	158	184
CG8043-PA	15	9	5	5
CG11755-PA	11	20	11	20
CG11755-PB	11	20	11	20
CG8112-PD	0	0	0	0
CG8112-PB	76	109	56	55
CG8112-PC	44	44	28	35
TMEM216-PA	14	14	7	8
TMEM216-PB	14	14	7	8
TMEM216-PC	14	14	7	8
CG11760-PB	7	7	4	1
CG8136-PA	0	0	0	2
CG8136-PB	0	0	0	0
CG8136-PC	3	1	3	0
CG8136-PD	3	1	3	0
nom-PA	45	37	32	41
nom-PC	45	37	32	41
nom-PB	45	37	32	41
ouib-PA	0	1	2	0
CG8159-PB	41	32	35	32
CG8202-PA	163	163	89	132
CG8223-PA	524	638	319	431
CG8223-PB	524	638	319	431
CG8236-PA	0	1	0	0
Ir85a-PA	4	1	3	5
CCT7-PA	1142	1298	424	723
hng2-PA	80	61	36	31
CG8369-PA	5	2	58	39
CG8369-PD	0	0	0	0
CG8369-PE	0	0	0	0
CG8379-PA	214	0	182	0
CG8379-PB	0	201	0	196
IscU-PA	140	146	123	208
CG9821-PB	39	31	55	45
CG9821-PA	39	31	55	45
CG9821-PC	39	31	55	45
CG9821-PD	39	31	55	45
CG9839-PA	137	167	67	108
CG9839-PB	137	167	67	108
CG33189-PA	0	0	0	2
CG33191-PA	1	2	0	1
CG13318-PA	2	3	50	20
CG11768-PA	1	0	0	0
CG11768-PB	1	0	0	0
CG11768-PC	1	0	0	0
CG9801-PA	21	20	65	51
CG9801-PB	21	20	65	51
CG9801-PC	21	20	65	51
M1BP-PA	245	278	121	251
ranshi-PA	46	20	24	24
Cks85A-PA	16	17	7	15
Cks85A-PB	16	17	7	15
Cks85A-PC	16	17	7	15
hb-PB	32	34	16	21
hb-PA	32	34	16	21
CG33325-PB	0	0	0	0
CG9773-PA	17	32	14	47
skap-PA	213	419	428	224
skap-PB	213	419	428	224
skap-PC	100	0	0	197
skap-PD	100	0	0	197
skap-PI	2	0	0	10
skap-PJ	2	0	0	10
skap-PG	5	8	34	12
skap-PH	5	8	34	12
